Gen	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	t_n60	t_n61	t_n62	t_n63	t_n64	t_n65	t_n66	t_n67	t_n68	t_n69	t_n70	t_n71	t_n72	t_n73	t_n74	t_n75	t_n76	t_n77	t_n78	t_n79	t_n80	t_n81	t_n82	t_n83	t_n84	t_n85	t_n86	t_n87	t_n88	t_n89	t_n90	t_n91	t_n92	t_n93	t_n94	t_n95	t_n96	t_n97	t_n98	t_n99	t_n100	t_n101	t_n102	t_n103	t_n104	t_n105	mu1	mu2	mu3	mu4	mu5	sigma2_1	sigma2_2	sigma2_3	sigma2_4	sigma2_5	lnL
8604	0.9999252	0.9612150	0.8955213	0.5946111	0.0481584	0.0327311	0.8903336	0.8403286	0.7624210	0.4011449	0.8823446	0.4732378	0.2204984	0.1790871	0.0100740	0.3794712	0.0643584	0.2994651	0.1915962	0.1593493	0.1476988	0.0661298	0.0369388	0.7257297	0.6745291	0.5523603	0.4698030	0.3648359	0.2936425	0.2333803	0.2310705	0.4158484	0.1129849	0.5536754	0.3282738	0.2394306	0.1233008	0.4847331	0.3836225	0.2750357	0.2142294	0.0589742	0.0045704	0.2370015	0.1981102	0.8485223	0.5484270	0.2653367	0.1228605	0.1035985	0.0006761	0.2435869	0.1131705	0.1874733	0.4000591	0.6275767	0.0472116	0.0743886	0.6090906	0.7452953	0.3111932	0.4767619	-623.466
8610	0.9651180	0.9575659	0.9526205	0.5796071	0.0532501	0.0444727	0.9269686	0.8557638	0.7618694	0.4352417	0.8966118	0.4709338	0.2788909	0.1305633	0.0066600	0.3414581	0.0816179	0.3274208	0.1788929	0.1633818	0.1086333	0.0904380	0.0127912	0.7221965	0.7174501	0.5496711	0.5119613	0.4454903	0.3769092	0.3376351	0.2299456	0.4123830	0.3175960	0.4636895	0.2846670	0.0922606	0.0462831	0.4704737	0.4176647	0.3454134	0.1610135	0.0091222	0.0045481	0.2358477	0.1897435	0.8450759	0.5439950	0.2640449	0.1222624	0.1030941	0.0037320	0.2245611	0.1160430	0.1972426	0.4020163	0.6292840	0.0422742	0.0896228	0.7064380	0.5685357	0.2186262	0.3584481	-595.369
8616	0.9698478	0.9643725	0.9433770	0.5778772	0.0369324	0.0221494	0.9273472	0.7881442	0.6846229	0.4065341	0.8570885	0.4709338	0.2788909	0.2068585	0.0054156	0.3770909	0.0520277	0.3390041	0.1782171	0.1561160	0.1072948	0.0721060	0.0359411	0.7221965	0.7174501	0.5656991	0.4258243	0.3079995	0.2633350	0.1438049	0.1016782	0.3287607	0.1678075	0.4904875	0.3345321	0.2680896	0.0462831	0.4988728	0.4329182	0.3077567	0.1610135	0.0464547	0.0002888	0.2939307	0.1838378	0.8105579	0.4378021	0.3934647	0.1222624	0.1030941	0.0016680	0.2442759	0.1160430	0.2690407	0.4020163	0.6278184	0.0495784	0.1046236	1.2924833	0.6676023	0.2186262	0.4139384	-629.710
8622	1.0108628	0.9437228	0.9276963	0.5783328	0.0375937	0.0328160	0.9010083	0.8457926	0.6968825	0.4224407	0.8871913	0.4487046	0.2584263	0.0900690	0.0055126	0.4167884	0.0661773	0.3133137	0.1854859	0.1490964	0.1060912	0.0642004	0.0196410	0.7351289	0.7230413	0.5655649	0.4067467	0.2773276	0.2161638	0.1524172	0.0525312	0.4001052	0.0860193	0.4867256	0.4110238	0.3521333	0.0687525	0.5390743	0.4846032	0.3557956	0.1816129	0.0472865	0.0018946	0.2299256	0.2033707	0.7209696	0.4456418	0.2757740	0.0702521	0.0560677	0.0188921	0.2314053	0.1140016	0.2506143	0.4561127	0.6028258	0.0460676	0.1046062	1.2924833	0.6992452	0.3681311	0.4987421	-674.837
8628	0.9434186	0.9084348	0.8993762	0.5814981	0.0455097	0.0329744	0.8975477	0.8365252	0.7531441	0.3617782	0.8428059	0.4328760	0.2980994	0.1608179	0.0256128	0.3498293	0.0931810	0.3110979	0.1863813	0.1688752	0.1123614	0.0644818	0.0371918	0.7505557	0.6553236	0.4813186	0.4143889	0.3638946	0.2097743	0.1241699	0.0572767	0.1987341	0.0710847	0.5458687	0.3204328	0.1614413	0.1515543	0.5971047	0.4321601	0.3726053	0.1657306	0.0191987	0.0114446	0.2310355	0.2043524	0.7254810	0.5933840	0.3433275	0.1287400	0.0608366	0.0189833	0.1624834	0.1134539	0.1894653	0.4913423	0.7712332	0.0589157	0.1103031	1.0919083	0.6992452	0.3737603	0.4331741	-620.460
8634	0.9625534	0.9443785	0.8775221	0.5800514	0.0367491	0.0329636	0.8752423	0.8253256	0.7658936	0.3616593	0.8556249	0.4023560	0.1781323	0.1256941	0.0030292	0.2988142	0.0594982	0.2456819	0.1579197	0.1382857	0.1026271	0.0517418	0.0110141	0.7475490	0.6532840	0.5412797	0.4565986	0.3000773	0.2416534	0.1671419	0.1365504	0.1566404	0.0752901	0.5637415	0.2694253	0.1228636	0.1515046	0.5334748	0.4754909	0.2774973	0.2129830	0.0247639	0.0052568	0.2173767	0.2042853	0.7660487	0.5849794	0.3815996	0.1286977	0.0608166	0.0089656	0.2517041	0.1134912	0.1662891	0.4963519	0.6812809	0.0569873	0.1229302	1.0919083	0.9368447	0.2756026	0.6025263	-569.236
8640	1.0053672	0.9863067	0.9313733	0.5792353	0.0917237	0.0329738	0.8565801	0.8039546	0.6552352	0.4055096	0.8544510	0.4063513	0.2243241	0.1254578	0.0031594	0.3017088	0.0783568	0.2633107	0.1579688	0.1121574	0.0927937	0.0364613	0.0080540	0.7359490	0.6651708	0.5078591	0.4956665	0.4103228	0.2769812	0.2294828	0.1830929	0.1937621	0.0394738	0.3719194	0.1871671	0.1254544	0.1515516	0.5385567	0.4576815	0.3654108	0.1534454	0.0247716	0.0131663	0.2219626	0.2043487	0.6632902	0.4610007	0.3891815	0.1287377	0.0203991	0.0030932	0.3076291	0.1135687	0.1899258	0.4961977	0.6810693	0.0589079	0.1229302	0.9071938	0.7078218	0.2051777	0.6025263	-634.396
8646	0.9870651	0.9467247	0.9424652	0.5780195	0.0660266	0.0234227	0.9381793	0.9235830	0.8270538	0.4390063	0.8654238	0.4678887	0.2493668	0.1410519	0.0026817	0.3606571	0.0726811	0.2698488	0.1602178	0.1036735	0.0837728	0.0657130	0.0111645	0.7313890	0.6759509	0.5600876	0.4502190	0.4196148	0.2465294	0.1452814	0.1398026	0.4901416	0.1064497	0.4047760	0.3039846	0.1565422	0.0959756	0.4313299	0.3886949	0.3146360	0.1554571	0.0694501	0.0131351	0.2176241	0.1190801	0.6562528	0.4756789	0.2414174	0.1279400	0.1052537	0.0139889	0.1952753	0.1050469	0.1987658	0.4956196	0.6439721	0.0533856	0.1229302	0.5875358	0.6333373	0.2946391	0.4984151	-693.596
8652	0.9774722	0.9671306	0.9482349	0.5791746	0.0712332	0.0462747	0.9462810	0.8338148	0.7946764	0.4398836	0.9068877	0.4448702	0.1610498	0.1065223	0.0000525	0.3077513	0.0649949	0.2545688	0.1579220	0.1229061	0.1060450	0.0743622	0.0077107	0.7328506	0.7101815	0.5794305	0.5212913	0.5002997	0.1539954	0.1198957	0.1000712	0.2479695	0.1249189	0.4268302	0.1863220	0.1568550	0.1102119	0.4874846	0.3675322	0.3233322	0.2792085	0.0327802	0.0019744	0.1475048	0.1193181	0.6575643	0.4197795	0.2388789	0.1280176	0.0845251	0.0344496	0.1883754	0.1095061	0.1731237	0.5680142	0.6200059	0.0559511	0.1927281	0.3833437	0.6808849	0.3018877	0.4140328	-599.106
8658	0.9994774	0.9971002	0.9424219	0.5799116	0.0436794	0.0393742	0.9063463	0.7335179	0.7018593	0.4702506	0.8996816	0.4448702	0.1731603	0.1065223	0.0226462	0.3461151	0.0941792	0.2798073	0.2007713	0.1618904	0.1603010	0.0743622	0.0077107	0.7306916	0.7101815	0.4975024	0.4111884	0.3802018	0.2614406	0.1469117	0.0828724	0.4283400	0.1191339	0.4263059	0.1731222	0.0501990	0.0550505	0.5201495	0.3653760	0.3357440	0.1426691	0.0275530	0.0041400	0.1921808	0.1428902	0.6726955	0.5409461	0.3206365	0.1286176	0.1066111	0.0107583	0.3190689	0.1114578	0.1636642	0.6040510	0.6376029	0.0576809	0.2496845	0.2609388	0.6342730	0.1778729	0.2360398	-695.987
8664	0.9888809	0.9725370	0.9393959	0.5806717	0.0494564	0.0236900	0.9347620	0.7303958	0.6342930	0.4555118	0.8938551	0.4477203	0.1445215	0.0497717	0.0069589	0.4300955	0.0872049	0.3583381	0.2401457	0.1480135	0.1244354	0.0655856	0.0119827	0.7353727	0.6881493	0.5272450	0.4620270	0.3267723	0.1884746	0.1348208	0.0803972	0.3655704	0.0807142	0.4290370	0.1862201	0.1183829	0.1229242	0.4257015	0.3399146	0.2844979	0.1435831	0.0333826	0.0239205	0.0735363	0.0546605	0.5748575	0.3245596	0.3179342	0.1640051	0.0554602	0.0269707	0.2684059	0.1234765	0.1626224	0.6002059	0.7001632	0.0652245	0.3271796	0.3165415	0.7925755	0.1778729	0.3215675	-561.694
8670	0.9945822	0.9931740	0.9813705	0.5794366	0.0378398	0.0247559	0.9289638	0.8727386	0.7384279	0.4573996	0.9259107	0.4725304	0.1787340	0.1142942	0.0069877	0.4403073	0.0833293	0.2890408	0.1852485	0.1641310	0.1192832	0.0658574	0.0295638	0.7671025	0.7170222	0.5268829	0.4220381	0.2815522	0.2189476	0.1925872	0.0807304	0.5155317	0.0846115	0.5453107	0.3876030	0.0936340	0.0905535	0.4246430	0.3748216	0.2909403	0.1629554	0.0996058	0.0198624	0.1593686	0.0821086	0.8019429	0.3312235	0.3524063	0.1290729	0.0701148	0.0030904	0.3022276	0.1319675	0.1510287	0.5422521	0.5812052	0.0651915	0.2794883	0.2373405	0.5968137	0.1473508	0.3003540	-665.341
8676	0.9682006	0.9402069	0.9367257	0.5794366	0.0267013	0.0240372	0.9346323	0.8913776	0.7914344	0.4021497	0.8462781	0.4725304	0.1509313	0.1142942	0.0069877	0.3243049	0.0569059	0.2897412	0.1913581	0.1374465	0.1174727	0.0646487	0.0209992	0.7347811	0.7170222	0.5527172	0.4377974	0.4177783	0.2007450	0.1591819	0.0617750	0.5274067	0.0882136	0.4890732	0.3167147	0.2523248	0.1259637	0.5078534	0.4332705	0.3248594	0.1629554	0.0291484	0.0194580	0.1593686	0.1556069	0.7642043	0.4781586	0.3527219	0.1376903	0.0353279	0.0074218	0.3489263	0.1319675	0.1799444	0.5262982	0.6048092	0.0540157	0.3390760	0.3345676	0.5942045	0.1764145	0.2478671	-558.796
8682	0.9682006	0.9381060	0.9307428	0.5794366	0.0504009	0.0368635	0.9220960	0.8504106	0.6385515	0.3992767	0.9098517	0.5944866	0.2341331	0.1256376	0.0026947	0.3879190	0.0490757	0.2802154	0.1967902	0.1544771	0.1497102	0.0975969	0.0209992	0.7490700	0.7170222	0.5860337	0.4867360	0.4224555	0.2740981	0.0431434	0.0240456	0.4508451	0.0592265	0.4494866	0.3560284	0.2523248	0.1259637	0.4361559	0.4082386	0.3248594	0.1234774	0.0211108	0.0100409	0.1450600	0.0203984	0.7642043	0.4311087	0.3527219	0.1376903	0.0652868	0.0004322	0.3208873	0.1222929	0.1800352	0.5451344	0.6120908	0.0518435	0.2738282	0.3345676	0.5942045	0.1082248	0.2862165	-619.569
8688	0.9402884	0.9361854	0.9190463	0.5826618	0.0492888	0.0395287	0.9160978	0.8659978	0.8118017	0.4795620	0.9095145	0.4966094	0.1869603	0.0586040	0.0205101	0.3146996	0.0736335	0.2922714	0.2250904	0.1483180	0.1096350	0.0453431	0.0122243	0.7225114	0.7119342	0.5995953	0.5425198	0.4060832	0.3199573	0.1560709	0.1344410	0.5705053	0.0256252	0.5401542	0.3048632	0.2505343	0.1250699	0.4832486	0.3952836	0.3421514	0.2659085	0.0339854	0.0153539	0.1288042	0.0647510	0.7084940	0.6160787	0.3639662	0.0976797	0.0648236	0.0013253	0.1599686	0.1283159	0.1813219	0.5997669	0.6164653	0.0460790	0.3305048	0.2349908	0.5048726	0.1069113	0.1946529	-645.910
8694	0.9654907	0.9654064	0.9237431	0.5825784	0.0499534	0.0474076	0.9149873	0.8288492	0.7407653	0.3851712	0.8973470	0.4022663	0.1813673	0.1468758	0.0031403	0.3374536	0.0674270	0.2377866	0.1470141	0.1124322	0.1021214	0.0599548	0.0178702	0.7322535	0.7215336	0.6367516	0.5418273	0.3221826	0.2555435	0.1503629	0.1253359	0.4310190	0.0776460	0.4422403	0.2768064	0.2539124	0.1886415	0.5270448	0.4177718	0.3443834	0.0971047	0.0419646	0.0071687	0.0740071	0.0370515	0.7307587	0.6243856	0.3255121	0.1138589	0.0301815	0.0043823	0.2507415	0.1713692	0.1576065	0.5219841	0.5701886	0.0437316	0.3305048	0.2179262	0.3428758	0.1069113	0.1946529	-635.938
8700	0.9692505	0.9615124	0.9112667	0.5841706	0.0282276	0.0175836	0.8884333	0.8105031	0.7353932	0.3496110	0.8134326	0.3674041	0.2993978	0.1118043	0.0031175	0.2673197	0.0691609	0.2603228	0.1644795	0.1169760	0.0854960	0.0636729	0.0441003	0.7269432	0.7161804	0.5765643	0.4411686	0.3164020	0.2097309	0.1995463	0.1244270	0.5053318	0.1479340	0.4284101	0.1363388	0.1246842	0.2398311	0.4871452	0.3958260	0.3172451	0.1604894	0.0462895	0.0079059	0.1421556	0.0923097	0.7381007	0.3839393	0.2994077	0.0940346	0.0581543	0.0188298	0.1731190	0.1700609	0.1440840	0.5257971	0.5743538	0.0447126	0.3539367	0.2653510	0.3428758	0.0843693	0.1357350	-661.901
8706	0.9719397	0.9431819	0.9200281	0.5816613	0.0283894	0.0186058	0.9124035	0.7916671	0.7396070	0.4381123	0.8635167	0.3695093	0.1606117	0.1258741	0.0031353	0.2462599	0.0583853	0.2023601	0.1366626	0.1165578	0.1086122	0.0846308	0.0162459	0.7247088	0.7216684	0.6170225	0.4904799	0.4447650	0.3356643	0.2259412	0.2043692	0.3420175	0.1162824	0.4422705	0.1887796	0.0744485	0.1256571	0.4525939	0.3874318	0.3055190	0.0884605	0.0375753	0.0108002	0.1415113	0.0840815	0.6730469	0.5345768	0.3285199	0.0889114	0.0859755	0.0112234	0.2406826	0.1722462	0.1904492	0.5835760	0.5710815	0.0452044	0.3393312	0.3549644	0.3096398	0.0843693	0.0879289	-614.578
8712	0.9582765	0.9429139	0.9133521	0.5890174	0.0402779	0.0253172	0.9035700	0.8200440	0.7086013	0.3996108	0.8962969	0.3973334	0.1619406	0.0944054	0.0031261	0.3222177	0.0472327	0.2239577	0.1567112	0.1308761	0.1158014	0.0545848	0.0229831	0.7225725	0.7027098	0.5851136	0.5542759	0.4941851	0.3079663	0.2822656	0.2037667	0.3960421	0.1534089	0.3555107	0.1882231	0.0699441	0.0834400	0.4512598	0.4251169	0.3908551	0.1765857	0.0469780	0.0044277	0.0861757	0.0761995	0.7832923	0.4072506	0.3275515	0.1797548	0.0772436	0.0297621	0.3058545	0.1329065	0.2478067	0.6332734	0.5640111	0.0451155	0.2055022	0.4292885	0.4920062	0.0896746	0.1292385	-623.404
8718	0.9425313	0.9222069	0.9212025	0.5897542	0.0288402	0.0249735	0.9205966	0.8942261	0.7149864	0.4032117	0.8775987	0.3287483	0.1939812	0.1257253	0.0053641	0.2621280	0.1016862	0.2322124	0.1906719	0.1320446	0.1201451	0.0632753	0.0231902	0.7290836	0.7090419	0.4861800	0.4682284	0.4216419	0.2365269	0.2010577	0.1000218	0.3419939	0.2320228	0.4919739	0.2435769	0.0705744	0.2338001	0.5723872	0.4620764	0.3899743	0.2171131	0.0534208	0.0095392	0.1196131	0.0823945	0.6713796	0.4964311	0.3526394	0.1144440	0.1002986	0.0127544	0.3524986	0.1317196	0.2332110	0.5886439	0.5589742	0.0450314	0.2055022	0.6288813	0.4725853	0.0855265	0.1039074	-600.972
8724	0.9544827	0.9495520	0.9474880	0.5776505	0.0464140	0.0353275	0.9291947	0.8203959	0.6391447	0.4001573	0.9124038	0.3156676	0.2035471	0.0907813	0.0053235	0.2889192	0.0324567	0.2583858	0.1756159	0.1361931	0.1247313	0.0676927	0.0180252	0.7374583	0.7069858	0.5626782	0.5234353	0.4571722	0.2826527	0.2734685	0.2406929	0.4716043	0.1548963	0.4472145	0.2212311	0.0907578	0.1016467	0.4322273	0.4203762	0.3870202	0.0990985	0.0288699	0.0042242	0.1275583	0.0819783	0.6662938	0.4926706	0.2935675	0.1400066	0.0796305	0.0042283	0.1780539	0.1314496	0.2621261	0.6000167	0.5764074	0.0468089	0.1749642	0.6390248	0.5438938	0.1061786	0.1039703	-649.678
8730	0.9445321	0.8949701	0.8866082	0.5809392	0.0511862	0.0266134	0.8406238	0.7254049	0.5593744	0.4072268	0.8187209	0.3306189	0.2617153	0.1234622	0.0052406	0.2903813	0.0382616	0.2404516	0.1931774	0.1558425	0.1389136	0.0925116	0.0341053	0.7259807	0.6474232	0.5272924	0.3850815	0.3651475	0.2807767	0.2543294	0.0757843	0.4153412	0.2199582	0.3939009	0.2885868	0.2371018	0.1000647	0.4543425	0.3962150	0.2791889	0.1271273	0.0284407	0.0041268	0.1218313	0.0672714	0.4575018	0.3705383	0.2889985	0.1408736	0.1271414	0.0066639	0.2716635	0.1521419	0.2393662	0.5592959	0.6214955	0.0521290	0.1426106	0.8831003	0.4892389	0.0842818	0.1620290	-692.082
8736	0.9666390	0.9316937	0.8854945	0.5795846	0.0510914	0.0311507	0.8519381	0.7925115	0.6696583	0.5567922	0.8206896	0.4100416	0.2612306	0.1628993	0.0042171	0.3462315	0.0629636	0.2710216	0.1875515	0.1634379	0.1293272	0.0983596	0.0257385	0.7246364	0.7152975	0.4842311	0.4221268	0.2963770	0.2310688	0.0830337	0.0770291	0.2503553	0.0888476	0.4988503	0.2391983	0.1753543	0.0712343	0.5017362	0.3742916	0.2538484	0.1607501	0.0123008	0.0082884	0.1637343	0.1108311	0.7416209	0.6775247	0.3600150	0.1433364	0.0555511	0.0011043	0.2729677	0.1371724	0.1667889	0.5784128	0.6172530	0.0470078	0.1352332	0.9801665	0.5806957	0.0698891	0.2462732	-663.336
8742	0.9723161	0.9437102	0.8654409	0.5841152	0.0510914	0.0478635	0.8632449	0.7791816	0.6185114	0.4205046	0.8565223	0.4509664	0.2612306	0.1044024	0.0050130	0.3481210	0.0524745	0.3049241	0.2101472	0.1704411	0.1165702	0.0857125	0.0307824	0.7246364	0.6995508	0.4842311	0.4661434	0.3364101	0.1752861	0.1170072	0.0770291	0.3606603	0.1792779	0.5404669	0.4097162	0.3625516	0.1440069	0.4856667	0.4211780	0.3579555	0.1607501	0.0124276	0.0115634	0.1065153	0.0827563	0.7920511	0.6775247	0.3432572	0.0663410	0.0243144	0.0022946	0.2352818	0.1486276	0.1595867	0.4993361	0.6172530	0.0429668	0.1352332	0.7637198	0.5186553	0.0563817	0.3299906	-603.771
8748	0.9597465	0.9434544	0.9386428	0.5851151	0.0374502	0.0284434	0.9330588	0.8377361	0.7294432	0.5414723	0.8838988	0.3795463	0.2092423	0.1435386	0.0080309	0.3336813	0.0781926	0.2531840	0.1958376	0.1291563	0.1123191	0.0514688	0.0094555	0.7238118	0.7039789	0.4739847	0.4523667	0.3682689	0.1854665	0.1203458	0.0760235	0.4407069	0.0945017	0.4428042	0.2257603	0.1229439	0.0773003	0.4986119	0.3745783	0.3295951	0.1605672	0.0250321	0.0061307	0.1170780	0.0586131	0.9148731	0.6767538	0.3209536	0.1133094	0.0350700	0.0097737	0.3127498	0.1341035	0.1787719	0.4091706	0.6179561	0.0446456	0.2232008	0.5420620	0.4432501	0.0563817	0.3634807	-600.509
8754	0.9591316	0.9315838	0.9183367	0.5764813	0.0346803	0.0181086	0.9127204	0.8688000	0.6264773	0.4368557	0.8780279	0.5024814	0.1747437	0.0944242	0.0080172	0.2796255	0.0908411	0.2710058	0.1926962	0.1692961	0.1030588	0.0513813	0.0066927	0.7315581	0.7218370	0.5140783	0.4686865	0.3714042	0.1974267	0.1236969	0.0454141	0.4538637	0.0943410	0.5781957	0.3311403	0.2692809	0.1230974	0.4113293	0.3739415	0.3290348	0.1849679	0.0256313	0.0085531	0.0678109	0.0585134	0.7681960	0.3524567	0.3204080	0.1169771	0.1045506	0.0093270	0.2068955	0.1406125	0.2140581	0.5453006	0.6138889	0.0440156	0.1989428	0.6738756	0.4534470	0.0596696	0.5713838	-667.291
8760	0.9861055	0.9569447	0.9426275	0.5815560	0.0707186	0.0692697	0.9232602	0.8798390	0.6224421	0.4716086	0.8531110	0.4870777	0.2337436	0.1687516	0.0012796	0.3754233	0.1075320	0.2654273	0.2074608	0.1577837	0.1043427	0.0510504	0.0287250	0.7241496	0.7071316	0.5757552	0.3891190	0.2712442	0.1906113	0.1377693	0.0762602	0.4659907	0.0476444	0.4209384	0.2940380	0.2675464	0.0320268	0.4232383	0.3167614	0.2212802	0.1324253	0.0164971	0.0057540	0.1062281	0.0407870	0.7288244	0.3501865	0.3183442	0.1162237	0.1038772	0.0297099	0.2804642	0.1519531	0.2551839	0.4990650	0.6178687	0.0531254	0.3258146	0.8307543	0.5640110	0.0663301	0.5713838	-624.115
8766	0.9674911	0.9511272	0.9307103	0.5785119	0.0704331	0.0477572	0.8741449	0.7877714	0.6773710	0.4599795	0.8537549	0.4167846	0.2328000	0.1476543	0.0122638	0.3486263	0.0380035	0.2705885	0.1834204	0.1331333	0.1055256	0.0508443	0.0224048	0.7317238	0.6892593	0.5542598	0.4615139	0.4216037	0.2643322	0.1076831	0.0469718	0.2841637	0.0510330	0.3927765	0.3108538	0.1781824	0.0705256	0.3793180	0.3532793	0.2816666	0.0650035	0.0167624	0.0081346	0.1057993	0.0377911	0.7378492	0.5772894	0.2726712	0.1157545	0.0728843	0.0164722	0.2512600	0.1574497	0.1788218	0.5211017	0.5632438	0.0469538	0.2552773	0.8759305	0.7393029	0.0950955	0.5280073	-638.731
8772	1.0262015	0.9107990	0.8772554	0.5785119	0.0780872	0.0726575	0.8599154	0.7505124	0.6773710	0.4391887	0.8537549	0.4411959	0.2095657	0.1195711	0.0001466	0.3449380	0.0610129	0.2852203	0.2254671	0.1560499	0.0940230	0.0493856	0.0206398	0.7317238	0.6934411	0.6003969	0.4738910	0.3722994	0.1646774	0.0657105	0.0542256	0.2244404	0.0193930	0.4768728	0.2900944	0.2618642	0.2615934	0.3793180	0.3406375	0.2464673	0.1383558	0.0161019	0.0151770	0.1427973	0.0367497	0.8938254	0.8563084	0.2726712	0.1215990	0.0194452	0.0029386	0.2371789	0.1626126	0.2194067	0.6244866	0.5640948	0.0342469	0.3773355	0.8504885	0.5090947	0.0438492	0.3563557	-616.032
8778	0.9763760	0.9503645	0.9395369	0.5785119	0.0628737	0.0261614	0.9266251	0.8238932	0.7325092	0.4391887	0.8428578	0.3334446	0.1775187	0.0725715	0.0086885	0.3109277	0.0412844	0.2415850	0.2218268	0.1136504	0.0789470	0.0493856	0.0149543	0.7232084	0.6678839	0.4531765	0.4300677	0.2368678	0.2289196	0.1719257	0.0326880	0.2244404	0.0454182	0.4389797	0.2731765	0.0766808	0.1891249	0.3793180	0.3513236	0.1938002	0.1216470	0.0168035	0.0089161	0.0933915	0.0565979	0.8857899	0.8563084	0.2769284	0.0701405	0.0320370	0.0023496	0.2135103	0.1745602	0.2314749	0.6084014	0.5887427	0.0369060	0.2959595	0.8370061	0.4642831	0.0619484	0.3633958	-673.781
8784	0.9610079	0.9562364	0.9264799	0.5785119	0.0371305	0.0276360	0.9102093	0.8336257	0.6735308	0.3702008	0.8469379	0.3483120	0.1775187	0.0434492	0.0003168	0.2701334	0.0526709	0.2415850	0.2044103	0.1399053	0.0907149	0.0618911	0.0139821	0.7227420	0.6608575	0.5292998	0.4632666	0.3385458	0.2750722	0.1580481	0.0573124	0.3585344	0.0690437	0.4406060	0.2731765	0.1424761	0.1661649	0.3793180	0.3089452	0.2124566	0.1216470	0.0256512	0.0137183	0.1026325	0.0639634	0.8840512	0.8563084	0.2629626	0.1031893	0.0309569	0.0185060	0.2578261	0.1934812	0.1963326	0.6709285	0.5887427	0.0422951	0.4147756	0.6673632	0.4733327	0.0833904	0.3633958	-636.916
8790	1.0030325	0.9910902	0.9637279	0.5789250	0.0401785	0.0356804	0.9502375	0.9137916	0.8948375	0.3633286	0.9432141	0.4383072	0.2006344	0.0667302	0.0008251	0.2872933	0.0657750	0.2543195	0.1908038	0.1166074	0.0974045	0.0550252	0.0069832	0.7232580	0.7106558	0.5753537	0.4216779	0.3206670	0.2289409	0.1653517	0.0666952	0.3587904	0.0956520	0.4512745	0.2733716	0.2386026	0.1662835	0.3795888	0.3138048	0.2158869	0.0974357	0.0160009	0.0084565	0.0986334	0.0502492	0.8672640	0.8569197	0.3886592	0.1533251	0.0566729	0.0027831	0.2939362	0.1734303	0.2204868	0.7133050	0.5883226	0.0438423	0.4765312	0.4729001	0.8430763	0.0842231	0.2854741	-633.794
8796	1.0083600	0.9878359	0.9679681	0.5778651	0.0578684	0.0241192	0.9593214	0.9513847	0.7020430	0.4841978	0.9082107	0.4044567	0.2380077	0.1455490	0.0035210	0.2637166	0.0820342	0.1971707	0.1689533	0.1248634	0.0988521	0.0320214	0.0110144	0.7653916	0.6771682	0.4743150	0.3631864	0.2628759	0.2061672	0.0916752	0.0531191	0.1797496	0.0880377	0.4317641	0.3146772	0.2412183	0.1330314	0.3991658	0.3711848	0.2432541	0.1174852	0.0439634	0.0047118	0.0997147	0.0932595	0.7690100	0.4340770	0.3977884	0.1188089	0.0580720	0.0108985	0.3086760	0.1767248	0.2180958	0.6970370	0.5819428	0.0409240	0.4350876	0.4434692	0.6653727	0.1197493	0.2854741	-519.234
8802	0.9932948	0.9904979	0.9689972	0.5797411	0.0442220	0.0410745	0.9486488	0.7943327	0.7053645	0.3979500	0.8663513	0.3971032	0.1823750	0.1462376	0.0008796	0.3360781	0.0920557	0.2960669	0.1700791	0.0905078	0.0764843	0.0321729	0.0105416	0.7309684	0.6966600	0.4477835	0.4371790	0.3871872	0.2066400	0.0723097	0.0483641	0.3168221	0.1447961	0.4610517	0.2753184	0.1855375	0.1336608	0.4010544	0.2966619	0.1868965	0.0589747	0.0184192	0.0037403	0.1269748	0.0862263	0.6587874	0.5189892	0.4361237	0.1481375	0.0388411	0.0006661	0.2544275	0.1680141	0.2495882	0.6934157	0.5870112	0.0330857	0.3599354	0.5490759	0.8148880	0.1077157	0.3214157	-565.699
8808	0.9857402	0.9817259	0.9698357	0.5803477	0.0346358	0.0183115	0.9337540	0.7959604	0.6855705	0.3875943	0.9017374	0.4230190	0.3035305	0.2340333	0.0053853	0.3544777	0.1230838	0.2965598	0.2169752	0.1608274	0.0914835	0.0535689	0.0181258	0.7321855	0.6495119	0.4485290	0.4111603	0.3677341	0.1607268	0.0643094	0.0300233	0.3327612	0.1872394	0.5439347	0.2713913	0.1288684	0.1338834	0.4555570	0.4354247	0.4102197	0.1990528	0.0928994	0.0155008	0.1315890	0.0481085	0.7512533	0.5179887	0.4368498	0.1804248	0.0558787	0.0061490	0.2999133	0.1541505	0.2009635	0.5273310	0.5443049	0.0332530	0.2983184	0.7177940	0.7194575	0.1137122	0.3309275	-595.117
